""	"SYM"	"TradDays"	"nonTradDays"	"AlphaP"	"Sd.P"	"AlphaN"	"Sd.N"
"945"	"MINEX"	264	102	3.066888023306	0.150743301973315	2.1588553376629	0.086859879854034
"946"	"MINT"	365	1	1.40321925896017	0.0299710514839212	4.48003576004754	0.255857317619629
"947"	"MKR"	366	NA	2.94470896296469	0.14375702312395	2.55465226380266	0.114923202234061
"948"	"MLITE"	89	277	2.79378660846582	0.098894656991636	6.45611628503841	0.896979991880582
"949"	"MLN"	366	NA	4.46203775863184	0.25116261708715	3.35661547162374	0.177636574875509
"950"	"MLS"	NA	366	NA	NA	NA	NA
"951"	"MM"	135	231	1.83256135986967	0.0574521920485292	3.99316770910286	0.239645209643821
"952"	"MMC"	NA	366	3.23454491411911	0.1584026891366	3.39538951766537	0.18536080597382
"953"	"MMNXT"	NA	366	17.4638074634987	1.16416699015896	3.38050768163764	0.184763228855102
"954"	"MMXIV"	NA	366	NA	NA	NA	NA
"955"	"MMXVI"	8	358	NA	NA	NA	NA
"956"	"MN"	NA	366	3.17683987606556	0.156692362964983	3.52132965625019	0.19169314405268
"957"	"MNC"	321	45	2.79056274199235	0.13855790490637	3.99439752514698	0.212267212590017
"958"	"MND"	8	358	NA	NA	NA	NA
"959"	"MNE"	159	207	1.90493656188486	0.0628974389867488	1.84643097939369	0.0671263430409127
"960"	"MNM"	84	282	5.60160514194464	0.252545891585154	2.71354353710285	0.293870292193229
"961"	"MNTP"	352	14	2.53112086782011	0.110788017758793	2.55372867438398	0.117450847922574
"962"	"MNX"	353	13	3.22970276913326	0.169033330704238	3.4023866396102	0.173377321634564
"963"	"MNY"	NA	366	NA	NA	NA	NA
"964"	"MOAC"	121	245	2.52783139104384	0.11202603286782	12.1633665566538	0.832068215947524
"965"	"MOD"	366	NA	3.27954707759083	0.167595634319598	3.12134223733374	0.157678126719704
"966"	"MOIN"	350	16	4.25982482201111	0.241634292175063	4.53963292175265	0.260945201026743
"967"	"MOJO"	315	51	2.29568270981389	0.0952604873849298	2.83384092006047	0.136308322102946
"968"	"MOL"	NA	366	9.26902538250673	0.593681423718787	3.10165682932494	0.160249830900904
"969"	"MONA"	366	NA	3.14820439331381	0.159235503859224	1.89736639051174	0.0661547280023552
"970"	"MONETA"	198	168	1.58662312549938	0.0417951671465178	1.74876103202092	0.0575970024631474
"971"	"MONEY"	147	219	5.12035201234633	0.233643727363873	7.61615059031145	0.892121563604816
"972"	"MONK"	316	50	2.8037325300434	0.135195468974021	3.47957693301078	0.180841734125997
"973"	"MOON"	NA	366	NA	NA	NA	NA
"974"	"MOOND"	77	289	4.10210335869942	0.169486011821468	5.32257141953689	0.776356745338228
"975"	"MOTO"	114	252	8.13608114008858	1.28167800845318	12.5896330426613	0.633209295675601
"976"	"MPRO"	251	115	1.99582560747344	0.0736135471205624	5.39298512761692	0.324738804932152
"977"	"MRP"	273	93	2.36451397123456	0.0974652836596111	1.91774662927065	0.0703879533283278
"978"	"MRS"	NA	366	17.4477438010072	1.16303111769112	3.34723926904998	0.182181099263169
"979"	"MRSA"	NA	366	17.3512504717548	1.15620800894576	3.26462320693186	0.175768849258692
"980"	"MRT"	9	357	NA	NA	NA	NA
"981"	"MRV"	26	340	2.62356373478442	0.123082049096573	2.76493546278024	0.127373245567311
"982"	"MRY"	NA	366	17.3771783078838	1.15804138382059	3.35676241801476	0.182920238970708
"983"	"MSC"	NA	366	3.11135856661421	0.147105321836755	3.34829926819145	0.185649357879789
"984"	"MSD"	345	21	2.20885359405485	0.0919074368436185	3.2514726717361	0.162064549149589
"985"	"MSP"	364	2	3.51163082376547	0.178946286851993	4.09782126456125	0.238293943427788
"986"	"MST"	90	276	2.83781589430583	0.0990883922601774	2.98695162895594	0.423619510657354
"987"	"MTC"	224	142	2.16342673683655	0.0979782061447051	3.41671544845668	0.161114363230446
"988"	"MTH"	366	NA	3.00806234120142	0.149258098351439	3.43065144853551	0.17870504861768
"989"	"MTL"	366	NA	5.63953425217467	0.32971734204001	3.78094392864478	0.214554482123315
"990"	"MTR"	NA	366	17.4308078302953	1.16768666657345	3.33435847652423	0.180099666470047
"991"	"MUDRA"	NA	366	NA	NA	NA	NA
"992"	"MUE"	366	NA	2.30832004167469	0.0972466628394647	3.11724836703063	0.155663195804515
"993"	"MUSIC"	366	NA	3.70843391457501	0.206516149906515	2.43808355083675	0.103248381809721
"994"	"MUU"	218	148	5.177839792293	0.252392532091816	3.37739462810317	0.247860523930685
"995"	"MWC"	NA	366	17.4308078302953	1.16768666657345	3.33435847652423	0.180099666470047
"996"	"MXT"	119	247	1.77866926487179	0.0553376150249209	1.75998284228631	0.0586339492392449
"997"	"MYB"	366	NA	2.32525901167634	0.0953942310426275	2.42611327476575	0.108425384494023
"998"	"MYC"	NA	366	NA	NA	NA	NA
"999"	"MYST"	282	84	2.41462452271556	0.0983232011549345	2.32434273926442	0.105027210940796
"1000"	"MZC"	213	153	3.2323471929798	0.157067400396615	8.36148131823587	0.574835115270796
"1001"	"N7"	4	362	NA	NA	NA	NA
"1002"	"NAMO"	19	347	NA	NA	NA	NA
"1003"	"NAN"	NA	366	17.7344552862519	1.18330468123718	3.37945779896721	0.184681742156443
"1004"	"NANAS"	43	323	8.51071862806545	0.400892502553866	3.02897446300103	0.523878953672209
"1005"	"NAS"	358	8	2.58335610600764	0.140500134738963	5.43242040294933	0.286709441569091
"1006"	"NAS2"	NA	366	3.22650170470883	0.157832521138711	3.26298902191486	0.175115348012742
"1007"	"NAUT"	NA	366	3.15739095259563	0.152550577225088	3.35636973621897	0.182889760952485
"1008"	"NAV"	366	NA	5.12226401996259	0.304726524804706	6.31787325444549	0.393108502592652
"1009"	"NBIT"	65	301	3.31468203876006	0.124799291661843	3.50205143238776	0.533439157743652
"1010"	"NBL"	NA	366	17.6851663200972	1.17981942501661	3.38211348800724	0.184887863600897
"1011"	"NBT"	2	364	NA	NA	NA	NA
"1012"	"NDC"	362	4	2.15232212060685	0.0863701945325748	3.53152279594646	0.184630275553729
"1013"	"NDOGE"	150	216	2.35307349249014	0.0945027519557868	2.45325559453515	0.114532585697834
"1014"	"NEBL"	366	NA	2.7855502903528	0.136146933267885	5.10389264840169	0.294642320901135
"1015"	"NEBU"	133	233	1.82456940899384	0.0599785989279248	2.00277459594667	0.0753731542025455
"1016"	"NEC"	NA	366	3.229744951289	0.157666777537292	3.38486862189287	0.185101703462269
"1017"	"NEF"	111	255	2.9069214555582	0.106767104194807	7.19193309594355	0.903186268395338
"1018"	"NEO"	366	NA	3.10775307001613	0.155809590327572	3.2855589521702	0.168953379346486
"1019"	"NEOG"	107	259	1.78264890612127	0.0559034932943765	1.71658627795211	0.0549596586677716
"1020"	"NEOS"	366	NA	4.20607283294725	0.229591644292727	4.18068600314426	0.243233137874388
"1021"	"NET"	302	64	2.46789516980484	0.104056329679717	2.65500889401996	0.128068433224328
"1022"	"NETC"	123	243	1.98372852475993	0.0697346662032892	2.97790730494221	0.153055062436326
"1023"	"NETKO"	78	288	1.3324042536981	0.0178960434358206	4.90646795849647	0.852461196177604
"1024"	"NEU"	361	5	2.25959886071455	0.0989634328873452	3.26185336380487	0.158361410916386
"1025"	"NEVA"	7	359	NA	NA	NA	NA
"1026"	"NEWB"	19	347	NA	NA	NA	NA
"1027"	"NGC"	366	NA	2.62584107002872	0.116428897307176	3.69799581862202	0.206320896902959
"1028"	"NIC"	57	309	3.60328368554064	0.141599965184469	4.05761686360684	0.577835273258643
"1029"	"NICE"	60	306	5.94613785604161	0.266677880831738	2.38500260531982	0.295283547608573
"1030"	"NIMFA"	75	291	1.95378366332912	0.0641584321679637	1.71364050626152	0.0592646182855538
"1031"	"NKA"	186	180	2.9803045006917	0.114715959631433	4.07342911349863	0.372708025523627
"1032"	"NKC"	282	84	2.48009744160886	0.110937993528755	2.49030263960964	0.108691490927975
"1033"	"NKT"	78	288	4.24068921599833	0.17705776605802	3.22180178568349	0.39904738076131
"1034"	"NLC"	NA	366	NA	NA	NA	NA
"1035"	"NLC2"	366	NA	2.29856310410633	0.0970591634161958	3.48437425074387	0.181675438078049
"1036"	"NLG"	366	NA	6.55851239730967	0.408669959159178	3.83007394705881	0.210357739829543
"1037"	"NMB"	NA	366	17.3512504712208	1.156208008908	3.26443562738489	0.175754290262293
"1038"	"NMC"	366	NA	4.05733335141345	0.222978951655076	3.48271897893263	0.186087654958145
"1039"	"NMR"	366	NA	4.20035963844786	0.241236184430205	5.17066039478784	0.302571506369303
"1040"	"NMS"	363	3	3.10509683808493	0.153939926780872	3.72805703907987	0.203904556603723
"1041"	"NOBL"	NA	366	NA	NA	NA	NA
"1042"	"NODE"	NA	366	3.21756391477499	0.156805448185199	3.31076536893608	0.179350175588372
"1043"	"NOO"	NA	366	NA	NA	NA	NA
"1044"	"NPC"	1	365	NA	NA	NA	NA
"1045"	"NRB"	NA	366	17.3512504712208	1.156208008908	3.26443562738489	0.175754290262293
"1046"	"NRC"	137	229	2.7725982630883	0.126292397058734	2.1963696570913	0.0920284351608694
"1047"	"NRS"	NA	366	17.7909011031478	1.18729600322685	3.37583693001926	0.184400708222697
"1048"	"NSR"	NA	366	NA	NA	NA	NA
"1049"	"NTC"	NA	366	NA	NA	NA	NA
"1050"	"NTCC"	NA	366	NA	NA	NA	NA
"1051"	"NTM"	344	22	3.83587374408008	0.196161488647823	2.28687557991775	0.102703852227402
"1052"	"NTO"	291	75	1.56230225883533	0.0387104839205311	2.03529581238313	0.0831569607637944
"1053"	"NTRN"	366	NA	2.33724233906795	0.0980513655543609	2.43661628571497	0.107079055748065
"1054"	"NTWK"	196	170	3.78241525789048	0.20568205432612	1.995272345833	0.0735726488432611
"1055"	"NUBIS"	1	365	NA	NA	NA	NA
"1056"	"NUKE"	54	312	2.27278160324817	0.0685242580461393	2.3580991249658	0.296361525781385
"1057"	"NULS"	366	NA	5.92848588752252	0.359446776040483	4.05313105274496	0.228841847468965
"1058"	"NUM"	112	254	3.52215797290345	0.14099291693513	4.73831042433642	0.551183801678405
"1059"	"NVC"	366	NA	3.39277788962647	0.175920529187614	3.33023228750976	0.173204801870215
"1060"	"NXC"	366	NA	6.19853504764394	0.369443798719145	3.3232676393981	0.179243989808824
"1061"	"NXE"	6	360	NA	NA	NA	NA
"1062"	"NXS"	366	NA	2.54245303482339	0.114334225804468	3.14850318039751	0.158389755861413
"1063"	"NXT"	366	NA	4.67448119517302	0.271625465919448	3.65934164137968	0.196584190804311
"1064"	"NXTI"	NA	366	3.18147849714606	0.154640910575667	3.38970231638921	0.184920717126261
"1065"	"NXTTY"	NA	366	3.21756391477499	0.156805448185199	3.31076536893608	0.179350175588372
"1066"	"NYAN"	337	29	3.10736011792205	0.155356649054621	2.37167056820359	0.101674987136506
"1067"	"NZC"	10	356	NA	NA	NA	NA
"1068"	"OAX"	366	NA	2.47363969665029	0.107763207325943	5.981124971078	0.372306760476667
"1069"	"OBITS"	50	316	2.38039571114592	0.0964110184814703	2.26343702208759	0.0995727864734972
"1070"	"OBS"	6	360	NA	NA	NA	NA
"1071"	"OCEAN"	9	357	NA	NA	NA	NA
"1072"	"OCL"	276	90	3.36425701819768	0.167178217003547	3.62590783482801	0.203809974645814
"1073"	"OCN"	336	30	2.73681469908128	0.143250062006725	3.42019470329982	0.163541602402414
"1074"	"OCTO"	NA	366	17.3269938757049	1.15449280859022	3.34647629902121	0.182121881304276
"1075"	"ODN"	365	1	3.503036447631	0.184026899593205	4.53864097388269	0.263025112155737
"1076"	"ODNT"	91	275	8.73887673944183	0.422190338719348	3.97869256109893	0.543832369195574
"1077"	"OK"	366	NA	4.9290414800541	0.282088738615235	6.0154909549589	0.382427600073671
"1078"	"OLDSF"	NA	366	17.7344552867512	1.18330468127249	3.37945779962122	0.184681742207204
"1079"	"OLYMP"	124	242	5.71866913548485	0.267142034691821	16.175960241151	2.06518660819915
"1080"	"OMA"	6	360	NA	NA	NA	NA
"1081"	"OMC"	57	309	3.75107564671496	0.148761133682778	4.58251160719772	0.731277119602708
"1082"	"OMG"	366	NA	3.8289748106827	0.207430497227349	3.55684176779947	0.190575733350345
"1083"	"OMNI"	366	NA	3.14721602777268	0.154161126545417	4.28550539767752	0.250517437982939
"1084"	"ONION"	365	1	3.80871326332556	0.204846468137503	3.32469932089222	0.174243580839588
"1085"	"ONX"	304	62	5.49594414809408	0.330548387779585	5.54512479658918	0.337836465526758
"1086"	"OPAL"	61	305	4.03503651545729	0.16411597890708	4.22552293078328	0.658407111172132
"1087"	"OPC"	365	1	4.19666655165597	0.235661384775543	3.05086877923746	0.152020508117135
"1088"	"OPES"	3	363	NA	NA	NA	NA
"1089"	"OPT"	360	6	37.4986833063331	2.56170536937558	17.0807381010074	1.25954061611335
"1090"	"OPTION"	113	253	3.24845819314219	0.158200966412355	9.90775969921777	0.695579171113279
"1091"	"ORB"	364	2	3.10907670624469	0.156335166728972	4.99020948778041	0.294162146173087
"1092"	"ORLY"	105	261	5.13702463220691	0.731329542842322	5.47363262310824	0.24478628615149
"1093"	"ORME"	366	NA	3.38200621761258	0.175603828148963	2.95659121315168	0.14503218997338
"1094"	"ORO"	NA	366	NA	NA	NA	NA
"1095"	"OS76"	38	328	6.3478201032633	0.286262247054068	7.94816776958849	1.68517821285445
"1096"	"OSC"	301	65	2.85601192040257	0.13359866138831	2.37603838624078	0.104618261218555
"1097"	"OTN"	366	NA	2.22327885965437	0.0878263037553454	3.40286659235759	0.183216860017255
"1098"	"OTX"	30	336	2.28606901491424	0.0683537969453281	1.95500715051167	0.275686817712966
"1099"	"OX"	42	324	1.85175320777846	0.206580496625249	1.72447603435735	0.0387803130111656
"1100"	"OXY"	349	17	3.0071874215712	0.147174122340283	2.95056555494791	0.145386572514437
"1101"	"PAC"	190	176	2.00019656425827	0.0848355653307804	2.36622622731314	0.0906796195987014
"1102"	"PAK"	226	140	3.19524812150847	0.129132242441675	2.59910503212544	0.182234931280523
"1103"	"PAL"	164	202	1.69402205316277	0.0481217711342534	2.1445120051785	0.0910524862546328
"1104"	"PARA"	141	225	1.69321898149413	0.0490179842661733	7.18440392920976	0.480002836083647
"1105"	"PART"	366	NA	3.20685621911412	0.165877471147047	4.24508205411979	0.236044986497567
"1106"	"PASC"	366	NA	3.41909308488688	0.180308552723557	4.93307167135365	0.288386806888112
"1107"	"PASL"	292	74	5.95819165387717	0.355977414989149	3.10830670235963	0.160756878966246
"1108"	"PAY"	366	NA	3.71211279903893	0.197801155186572	4.58368516088826	0.268608559146999
"1109"	"PAYP"	202	164	2.67277391460187	0.100146354718193	3.61884133091113	0.280769261762112
"1110"	"PBC"	NA	366	NA	NA	NA	NA
"1111"	"PBL"	365	1	3.02557171556971	0.151823018915321	3.41831545292756	0.176373781490253
"1112"	"PCM"	79	287	2.08698563150842	0.0591242239301496	8.77461382764407	1.46926390910787
"1113"	"PCOIN"	364	2	2.91551149730295	0.143172051365403	4.8917858212269	0.284595565167219
"1114"	"PCS"	28	338	5.58574319438578	0.245821638012405	1.89857135771359	0.21179530013976
"1115"	"PDC"	83	283	2.14369370977908	0.076416250310746	2.7819242765059	0.149535763474006
"1116"	"PEC"	NA	366	NA	NA	NA	NA
"1117"	"PEN*"	50	316	7.72166884134889	0.360319270991939	1.88874868983063	0.209480075116632
"1118"	"PEPECASH"	360	6	2.19244589406715	0.086509117568692	2.89707659696228	0.142997528879276
"1119"	"PEX"	219	147	4.01409902928608	0.218665726122669	2.10540409881687	0.0833229690340113
"1120"	"PFR"	321	45	2.87425242656388	0.139312085725448	2.43600895019198	0.105577477763872
"1121"	"PGL"	43	323	1.91528506390107	0.064240417743996	1.77063133373914	0.0603605045239342
"1122"	"PHO"	103	263	2.3017110036028	0.0925085728186993	2.22613944170225	0.0945987116876535
"1123"	"PHR"	203	163	2.44255616993097	0.0935070280782401	2.27992343648722	0.113130317667463
"1124"	"PHS"	219	147	2.84000481940564	0.136390231503756	3.4618703215655	0.181491488005651
"1125"	"PHX"	281	85	1.62530383250805	0.0500643741333799	1.81490309812062	0.0562336562214424
"1126"	"PIE"	98	268	7.60716937790275	0.364265039235733	4.12157059000069	0.5131830437983
"1127"	"PIGGY"	343	23	4.37514889626106	0.248819277789387	5.77840119638267	0.354198662155124
"1128"	"PING"	10	356	NA	NA	NA	NA
"1129"	"PINK"	366	NA	3.54397918817433	0.190145932047207	3.54513016243037	0.186118350359953
"1130"	"PINKX"	156	210	2.1692043222798	0.082675230487667	1.99615728896346	0.0773168003515184
"1131"	"PIO"	2	364	NA	NA	NA	NA
"1132"	"PIVX"	366	NA	3.99812401021839	0.218081432058576	3.24666673157967	0.168869812503796
"1133"	"PIX"	325	41	3.31057555923567	0.172220133920019	3.2422285226836	0.164408172035071
"1134"	"PIZZA"	21	345	NA	NA	NA	NA
"1135"	"PKB"	86	280	4.48498424437025	0.191842068754396	3.34525538712117	0.390875897853529
"1136"	"PLANET"	77	289	3.0863767197294	0.113990937275652	7.26943170491393	1.12602317489731
"1137"	"PLAY"	322	44	2.27793871513456	0.10649489292788	2.63438958657795	0.109693046761054
"1138"	"PLBT"	276	90	3.54940149140189	0.188457181064759	2.91368685487752	0.141463802907162
"1139"	"PLC"	363	3	2.911006828825	0.138639006811058	2.99121151578273	0.150093215365594
"1140"	"PLNC"	88	278	2.9856829076853	0.108167040426553	3.20050945859724	0.408624348076016
"1141"	"PLR"	366	NA	2.46834864286825	0.110996724199102	3.63693974006522	0.190802263159759
"1142"	"PLU"	338	28	7.15865018880612	0.45650952440073	3.97686767840421	0.219457596859102
"1143"	"PLX"	146	220	2.20534435067057	0.0863165017854596	3.28119575178773	0.174447399166263
"1144"	"PNC"	4	362	NA	NA	NA	NA
"1145"	"PND"	295	71	3.14932142599962	0.139028045577715	4.54228556168577	0.314327015137259
"1146"	"PNK"	126	240	2.07285713997674	0.0762446369300907	2.30706565524292	0.10084230461219
"1147"	"POE"	366	NA	3.27741741590777	0.163509041432911	4.47796241894253	0.265192148279632
"1148"	"POINTS"	NA	366	17.7726814634845	1.18600768015118	3.35317801745233	0.182642035532621
"1149"	"POLL"	366	NA	3.4472028697629	0.184991148603321	3.7476850250292	0.19881551074534
"1150"	"POLY"	273	93	2.62534016844963	0.141467703327175	4.48158554551717	0.227598367113265
"1151"	"POP"	NA	366	NA	NA	NA	NA
"1152"	"POS"	NA	366	17.3766089310379	1.15800112279771	3.38664926355644	0.185239908058596
"1153"	"POST"	346	20	3.04328272441097	0.148626948425538	3.88898072410602	0.217149088625103
"1154"	"POT"	366	NA	4.21612552362115	0.237095919221198	3.365553017153	0.175346455749027
"1155"	"POWR"	366	NA	3.1579541059259	0.155736922994397	3.36078645362594	0.178970759180141
"1156"	"PPC"	366	NA	2.5232068189879	0.107438725181903	3.47457429734702	0.19264534777339
"1157"	"PPP"	330	36	2.77864759418958	0.129721208102107	3.01316037929855	0.150892749931519
"1158"	"PPT"	366	NA	3.90286124161734	0.215174391171085	3.53984842085324	0.187240109753764
"1159"	"PPY"	330	36	5.88947888946634	0.364440239046564	5.53640219780066	0.332625147441997
"1160"	"PRC"	73	293	2.33962894012628	0.073191747704311	1.86591012258578	0.155522049095061
"1161"	"PRE"	106	260	2.67830833409898	0.0932393518943877	2.69273412306394	0.261194545783909
"1162"	"PRES"	346	20	2.43590455721945	0.103627485330157	2.50227629161857	0.113887271759101
"1163"	"PRFT"	57	309	1.89970609890859	0.0641014054033677	1.80583301784261	0.0619871552186623
"1164"	"PRG"	361	5	2.951296088292	0.14424395743959	2.14723930106877	0.0848063694225095
"1165"	"PRIME"	NA	366	NA	NA	NA	NA
"1166"	"PRIX"	106	260	2.17906176205581	0.0658088101825214	5.81571667158079	0.717884655868912
"1167"	"PRL"	302	64	3.20135861064533	0.160550577512799	3.20275167436475	0.165103218292507
"1168"	"PRM"	154	212	2.99214776392453	0.136821270160897	2.13168141594721	0.0911934872931019
"1169"	"PRO"	366	NA	3.95588054428447	0.222807879329616	4.2802584981177	0.237974963460593
"1170"	"PROC"	7	359	NA	NA	NA	NA
"1171"	"PRT"	NA	366	3.23712093920386	0.158188338644547	3.38957101589733	0.185466680020133
"1172"	"PRX"	79	287	2.69235266389683	0.0930201150808992	2.4926420157734	0.252302550083488
"1173"	"PSB"	64	302	3.86100022559192	0.154931848519725	3.17768306604615	0.43553661320923
"1174"	"PSEUD"	NA	366	17.3512504717556	1.15620800894581	3.26443562734684	0.17575429025934
"1175"	"PSI"	135	231	1.84774647308827	0.0607083858792978	1.91808902116968	0.0702080221833826
"1176"	"PST"	366	NA	4.02409177234921	0.228599850613502	3.67297543428587	0.193409714481974
"1177"	"PSY"	6	360	NA	NA	NA	NA
"1178"	"PTA"	27	339	2.71357411490746	0.0909470709294718	4.09662742300315	0.933668297966054
"1179"	"PTC"	365	1	3.75156858596917	0.200147163889942	3.68785656329546	0.202031670964237
"1180"	"PTOY"	339	27	2.97869526045709	0.142800030158642	2.96508943723105	0.148973045782243
"1181"	"PULSE"	68	298	4.83959778772651	0.207925877636602	3.57412648656408	0.514825297312816
"1182"	"PUPA"	232	134	3.41052168448101	0.170877351639362	1.95079278975634	0.0735745550039402
"1183"	"PURA"	349	17	4.10998698292147	0.231163511931041	3.79608011972011	0.205571898856403
"1184"	"PUT"	366	NA	2.80035916258407	0.131655300912234	2.95668923589016	0.146249820051427
"1185"	"PX"	99	267	3.27600025764084	0.124724045820962	5.60167782901336	0.80104928993795
"1186"	"PXC"	365	1	2.15775857516419	0.0855839765391424	2.60396277290106	0.118568339954774
"1187"	"PXI"	90	276	3.82977528130521	0.154607139518547	3.05807245084157	0.369640724126385
"1188"	"PXL"	155	211	2.11875371886952	0.0797079021324564	2.69719826902959	0.130553713002276
"1189"	"PYC"	NA	366	3.21359168696389	0.156524569263033	3.38143545118839	0.184835237737556
"1190"	"PYN"	340	26	3.2981023557139	0.163733013414881	3.00129112568703	0.153945471206695
"1191"	"Q2C"	301	65	3.04528245572675	0.147222652636208	2.27133851150472	0.0966580771465019
"1192"	"QASH"	366	NA	3.29402647889892	0.171463589403121	2.05322566099539	0.0770194882269
"1193"	"QAU"	123	243	3.38990360607063	0.136177396315388	3.91970028421514	0.383375429339808
"1194"	"QBC"	318	48	3.294179659159	0.172441102833175	3.54491530051854	0.185115349236151
"1195"	"QBK"	NA	366	3.21918472806027	0.156529221871767	3.34468502729203	0.182533481813818
"1196"	"QBT"	315	51	3.06373161483316	0.151320143746821	2.54120795134939	0.114874858222681
"1197"	"QCN"	174	192	1.76546353533628	0.0529482198954165	1.71987044902315	0.0574519163881194
"1198"	"QORA"	NA	366	NA	NA	NA	NA
"1199"	"QRK"	322	44	3.35443677877953	0.173101634655415	3.69336746314722	0.200196426904991
"1200"	"QRL"	366	NA	2.24172024719977	0.0908035775257515	3.41197449652377	0.180279438152455
"1201"	"QSLV"	NA	366	17.1052386226194	1.13881234426817	3.28230850068771	0.17714149426328
"1202"	"QSP"	366	NA	3.12947238448527	0.156986786973171	4.44765989208168	0.255557553908543
"1203"	"QTL"	315	51	2.81814252085568	0.134769690117677	2.40252594590547	0.10339558451115
"1204"	"QTUM"	366	NA	3.47106157814538	0.180220688043475	4.33890440908965	0.250261466114069
"1205"	"QTZ"	32	334	10.7376852375619	0.516822670396864	11.8620852151109	3.27504191812635
"1206"	"QWARK"	366	NA	2.65087471631999	0.120723915573351	3.43230438750343	0.181798965547457
"1207"	"R"	366	NA	2.99543396705033	0.153494920542333	3.98224645795494	0.212476262466182
"1208"	"RAC"	NA	366	3.58945618625309	0.186393134873862	3.66586695108055	0.202682111088474
"1209"	"RADI"	116	250	3.47078590219148	0.136634772602001	3.84832256741117	0.456096634160917
"1210"	"RADS"	366	NA	3.25723649064136	0.167317500623041	3.44027032504245	0.179899115135503
"1211"	"RAIN"	NA	366	NA	NA	NA	NA
"1212"	"RATIO"	65	301	9.04702430711983	0.432610706868915	3.61271774127759	0.58422144755164
"1213"	"RBIES"	288	78	1.94913474839712	0.0690393941149631	2.87987390540505	0.141299975414387
"1214"	"RBIT"	127	239	1.34719623629998	0.0193484897978145	45.5470746870378	6.71572419294742
"1215"	"RBR"	NA	366	3.20855505846725	0.156168425846605	3.38074019967647	0.184781275754909
"1216"	"RBT"	166	200	1.76033682129152	0.0556013350458964	3.44651400538234	0.182861042253186
"1217"	"RBX"	87	279	1.90742523582438	0.0604950157216257	1.74248811138549	0.0625287789372341
"1218"	"RBY"	115	251	6.94722409183192	0.331425841168117	2.26074462124769	0.190064402960788
"1219"	"RC"	342	24	2.51825696358324	0.118555950758184	2.86918730498395	0.131515559842774
"1220"	"RCN"	366	NA	4.51115141010061	0.25339552647339	5.87747843773816	0.369760686124759
"1221"	"RCN*"	245	121	4.44750586145112	0.215469116340695	6.50234357847603	0.524627875525261
"1222"	"RCX"	111	255	3.4238113814183	0.134656187856572	4.22412994120231	0.497494050640599
"1223"	"RDD"	366	NA	2.43605791937126	0.106447695141971	4.88153493579694	0.286150551908737
"1224"	"RDN*"	366	NA	4.73447048568711	0.27092696441028	3.90362074539602	0.21886864877206
"1225"	"REBL"	334	32	2.91143334929197	0.146170961524161	2.402021872794	0.10040087168364
"1226"	"REC"	241	125	5.5454168561463	0.328894820757558	5.50642941388126	0.340654043714182
"1227"	"REE"	181	185	1.77238540312327	0.106095294558749	2.01919188565377	0.0576081314088287
"1228"	"REP"	366	NA	4.43185112910802	0.244509268946623	3.248570340632	0.172966949279385
"1229"	"REQ"	366	NA	3.48035990880683	0.183353480421295	3.57862663710386	0.190617565999723
"1230"	"REV"	10	356	NA	NA	NA	NA
"1231"	"REX"	169	197	1.74555098637427	0.0532536418838766	2.07400008857769	0.0823720465958059
"1232"	"RGC"	43	323	1.52127350460577	0.0277839711497877	2.3533298380477	0.361692613233768
"1233"	"RHOC"	361	5	3.42476212725581	0.185970765788828	5.02194600278711	0.287281857341936
"1234"	"RIC"	215	151	2.60935892282123	0.105888043106886	2.17473626847781	0.101105200088898
"1235"	"RICE"	152	214	1.93906397787474	0.0672477682230741	2.13723940115325	0.0869668706006973
"1236"	"RIDE"	187	179	1.57597275662288	0.0407274241986747	1.71217817358229	0.0552757463822467
"1237"	"RING"	174	192	2.94768385647352	0.111524053198675	6.72289677650959	0.732741847442316
"1238"	"RIPO"	NA	366	17.3512504717556	1.15620800894581	3.26443562734684	0.17575429025934
"1239"	"RIPT"	61	305	2.45965271109278	0.0822421132804052	1.30323658670303	0.0424616153108881
"1240"	"RISE"	325	41	1.85198584415602	0.0602444967877669	2.20522011282313	0.0935432224159516
"1241"	"RIYA"	11	355	NA	NA	NA	NA
"1242"	"RKC"	4	362	NA	NA	NA	NA
"1243"	"RLC"	366	NA	3.17134068574617	0.159640142170778	3.49646649916148	0.185560893512889
"1244"	"RNC"	39	327	2.21089704567854	0.0825824930834283	2.07328395683162	0.0873426097053816
"1245"	"RNS"	342	24	4.35417978354529	0.238371177545788	4.70174956040187	0.285596178945355
"1246"	"ROC"	25	341	2.30418143228257	0.0983063743052175	2.48147778413288	0.107477694745401
"1247"	"ROOT"	NA	366	3.17965914668391	0.154125176329548	3.4056347422593	0.186713466986197
"1248"	"ROOTS"	NA	366	9.26768340019521	0.593585075003859	3.11062369119107	0.160933547708382
"1249"	"ROS"	53	313	1.87811419098982	0.0474137096341989	1.7763323019566	0.16187647505606
"1250"	"ROUND"	NA	366	17.3160663922874	1.15661528051607	3.32750686177325	0.180107888352276
"1251"	"ROYAL"	244	122	3.27489024261794	0.169091260069271	4.4100245304914	0.250709989651585
"1252"	"RPC"	83	283	1.91537905346603	0.04979005662015	1.93911850502288	0.177476715422094
"1253"	"RRT"	365	1	2.88901123310192	0.14079858424922	3.6189612561053	0.192031556280271
"1254"	"RSC"	3	363	NA	NA	NA	NA
"1255"	"RT2"	NA	366	3.22865729990246	0.157589868970193	3.36929437825163	0.183892907723306
