""	"SYM"	"Algorithm"	"ProofType"	"PercVolume"	"ClassVolume"	"PercMKCaP"	"ClassMKCaP"	"ClassVolumeUSD"	"ClassRet"	"ClassRisk"	"DecVolumeUSD"	"DecRet"	"DecRisk"	"ClassSharpeR"	"ClassBeta"	"DecAge"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"133"	"BCH"	"SHA-256"	"PoW"	"P100"	"AC"	"P100"	"BC"	"Average"	"Average"	"Low"	"D8"	"D5"	"D4"	"ERP"	"HighVol"	"D10"	3	3	3	3
"134"	"BCN"	"CryptoNight"	"PoW"	"P100"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"ERP"	"HighVol"	"D10"	2	3	3	1
"135"	"BCOIN"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D5"	2	3	2	2
"136"	"BCPT"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"SRF"	"HighVol"	"D9"	3	3	3	3
"137"	"BCR"	"Momentum"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D10"	2	3	3	1
"138"	"BCX"	"SHA256"	"PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D8"	"D7"	"SRF"	"Indexlike"	"D6"	2	3	3	1
"139"	"BCY"	"Counterparty"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D8"	"SRF"	"HighVol"	"D10"	3	3	2	4
"140"	"BDL"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"141"	"BDT"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D9"	"D10"	"D8"	"SRF"	"LowVol"	"D10"	2	3	3	1
"142"	"BELA"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"High"	"Average"	"Low"	"D9"	"D4"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"143"	"BENJI"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"HighVol"	"D5"	3	2	3	11
"144"	"BERN"	"X14"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D4"	"D10"	"SRF"	"LowVol"	"D6"	3	1	3	5
"145"	"BEST"	"Scrypt"	"PoW/PoS "	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D5"	"D10"	"SRF"	"HighVol"	"D5"	3	1	3	5
"146"	"BET"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"147"	"BET*"	NA	NA	"P80"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D9"	"D6"	"D6"	"ERP"	"HighVol"	"D10"	2	3	3	1
"148"	"BFX"	"N/A"	"N/A"	"P70"	"BC"	"P99"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D7"	2	2	3	9
"149"	"BHC"	"Quark"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D9"	2	3	2	2
"150"	"BHC*"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D7"	"D10"	"ERP"	"LowVol"	"D4"	3	2	3	11
"151"	"BIC"	"CryptoNight"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"152"	"BIGUP"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D9"	"SRF"	"LowVol"	"D7"	3	1	3	5
"153"	"BILL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D6"	"D10"	"D9"	"SRF"	"NegBeta"	"D5"	2	1	3	8
"154"	"BIO"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D7"	"SRF"	"LowVol"	"D9"	3	3	3	3
"155"	"BIOB"	"SHA256D"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D9"	"SRF"	"NegBeta"	"D4"	3	1	3	5
"156"	"BIOS"	"Quark"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D7"	"D7"	"SRF"	"HighVol"	"D10"	2	3	2	2
"157"	"BIPC"	"CryptoNight"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	3	3
"158"	"BIS"	"N/A"	"PoW"	"P90"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D4"	"SRF"	"LowVol"	"D9"	3	3	3	3
"159"	"BIT"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"High"	"D10"	"D4"	"D10"	"SRF"	"LowVol"	"D7"	3	1	3	5
"160"	"BIT16"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D7"	"D4"	"SRF"	"LowVol"	"D8"	2	3	3	1
"161"	"BITB"	NA	NA	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"ERP"	"HighVol"	"D10"	3	3	2	4
"162"	"BITOK"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D8"	"ERP"	"LowVol"	"D9"	2	3	3	1
"163"	"BITS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"HighVol"	"D5"	3	1	2	6
"164"	"BITUSD"	"N/A"	"N/A"	"P99"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D9"	"D4"	"D7"	"ERP"	"LowVol"	"D10"	3	1	3	5
"165"	"BITZ"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D6"	"SRF"	"LowVol"	"D4"	2	1	2	7
"166"	"BKC"	"CryptoNight"	"PoW"	"P70"	"BC"	"P99"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"167"	"BLAS"	"Blake2S"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"168"	"BLAZR"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D8"	"D9"	"SRF"	"LowVol"	"D10"	2	1	3	8
"169"	"BLC"	"Blake"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D10"	"SRF"	"HighVol"	"D5"	3	2	3	11
"170"	"BLITZ"	"X13"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	3	3
"171"	"BLK"	"Scrypt"	"PoS"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Low"	"D10"	"D5"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"172"	"BLOCK"	"N/A"	"PoW/PoS"	"P99"	"BC"	"P99"	"BC"	"Average"	"Low"	"Low"	"D8"	"D4"	"D4"	"SRF"	"LowVol"	"D10"	3	3	3	3
"173"	"BLRY"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D4"	"D8"	"SRF"	"LowVol"	"D8"	3	1	3	5
"174"	"BLU"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D6"	"D8"	"SRF"	"LowVol"	"D10"	3	3	3	3
"175"	"BLX"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D6"	"D10"	"SRF"	"NegBeta"	"D7"	1	4	2	22
"176"	"BM"	"X13"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D4"	"D10"	"D10"	"ERP"	"NegBeta"	"D4"	2	2	2	10
"177"	"BMC"	"N/A"	"N/A"	"P90"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D9"	"D7"	"D4"	"ERP"	"Indexlike"	"D10"	2	3	3	1
"178"	"BNB*"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D5"	"D10"	"D5"	"ERP"	"NegBeta"	"D5"	2	3	2	2
"179"	"BNC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D8"	"D6"	"ERP"	"LowVol"	"D9"	2	3	2	2
"180"	"BNT"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Low"	"D10"	"D6"	"D4"	"SRF"	"Indexlike"	"D10"	2	3	3	1
"181"	"BNX"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D9"	"D5"	"D7"	"ERP"	"HighVol"	"D10"	3	3	2	4
"182"	"BOAT"	"536"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D7"	"D7"	"SRF"	"LowVol"	"D8"	2	3	2	2
"183"	"BOB"	"N/A"	"N/A"	"P90"	"BC"	"P99"	"BC"	"Average"	"High"	"Average"	"D9"	"D10"	"D5"	"ERP"	"LowVol"	"D10"	2	3	2	2
"184"	"BOLI"	"X11"	"PoW"	"P70"	"BC"	"P90"	"BC"	"Average"	"High"	"Average"	"D4"	"D10"	"D6"	"SRF"	"LowVol"	"D4"	2	3	3	1
"185"	"BOMB"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D4"	"D10"	"ERP"	"LowVol"	"D5"	3	1	2	6
"186"	"BON"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D8"	"D4"	"D10"	"ERP"	"Indexlike"	"D6"	3	1	3	5
"187"	"BOSON"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"Average"	"D9"	"D9"	"D8"	"ERP"	"LowVol"	"D7"	2	3	3	1
"188"	"BOSS"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D9"	"ERP"	"LowVol"	"D4"	3	1	2	6
"189"	"BOST"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	1	19
"190"	"BPL"	"DPoS"	"N/A"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"ERP"	"LowVol"	"D9"	3	3	3	3
"191"	"BQ"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D6"	"D4"	"D8"	"ERP"	"LowVol"	"D5"	3	1	2	6
"192"	"BQC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D10"	2	3	3	1
"193"	"BRAIN"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D7"	"D10"	"ERP"	"LowVol"	"D5"	3	1	2	6
"194"	"BRC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"195"	"BRDD"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D6"	"D5"	"SRF"	"LowVol"	"D8"	2	3	3	1
"196"	"BRIT"	"X13"	"PoW/PoS"	"P70"	"BC"	"P80"	"BC"	"Low"	"High"	"Average"	"D4"	"D10"	"D7"	"SRF"	"NegBeta"	"D4"	2	1	2	7
"197"	"BRK"	"SHA256"	"PoW/PoS"	"P90"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D9"	"D4"	"D5"	"SRF"	"LowVol"	"D10"	3	3	2	4
"198"	"BRO"	"PoS"	"PoS"	"P80"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D7"	"D5"	"D6"	"SRF"	"LowVol"	"D10"	3	3	2	4
"199"	"BRONZ"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Average"	"D4"	"D7"	"D5"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"200"	"BRX"	"N/A"	"PoW/PoS"	"P80"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D7"	"D5"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"201"	"BS"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"SRF"	"LowVol"	"D5"	3	1	2	6
"202"	"BSC"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D6"	"D4"	"D9"	"SRF"	"HighVol"	"D4"	3	1	2	6
"203"	"BSD"	"X11"	"PoW/PoS"	"P99"	"BC"	"P70"	"BC"	"High"	"Average"	"Low"	"D10"	"D4"	"D4"	"ERP"	"LowVol"	"D10"	3	3	3	3
"204"	"BST"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"205"	"BSTAR"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D6"	"D10"	"ERP"	"LowVol"	"D6"	3	1	1	21
"206"	"BSTK"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"High"	"D4"	"D10"	"D10"	"ERP"	"LowVol"	"D4"	2	1	2	7
"207"	"BSTY"	"Yescript"	"PoW"	"P70"	"BC"	"P80"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D6"	2	3	2	2
"208"	"BT1"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	3	3	1
"209"	"BT2"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D7"	"D5"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"210"	"BTA"	"Scrypt"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D8"	"SRF"	"Indexlike"	"D10"	3	1	2	6
"211"	"BTB"	"Scrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D5"	"D6"	"SRF"	"LowVol"	"D10"	3	3	2	4
"212"	"BTC"	"SHA256"	"PoW"	"P100"	"AC"	"P100"	"AC"	"Average"	"Average"	"Low"	"D9"	"D8"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"213"	"BTCA"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D9"	"ERP"	"LowVol"	"D8"	3	1	2	6
"214"	"BTCD"	"SHA256"	"PoW/PoS"	"P80"	"BC"	"P99"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D6"	"ERP"	"Indexlike"	"D10"	3	3	2	4
"215"	"BTCE"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D8"	"D4"	"D10"	"ERP"	"HighVol"	"D5"	3	1	2	6
"216"	"BTCM"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D7"	"ERP"	"LowVol"	"D9"	3	3	2	4
"217"	"BTCR"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D9"	"D9"	"D7"	"ERP"	"LowVol"	"D10"	2	3	3	1
"218"	"BTCRED"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"ERP"	"LowVol"	"D9"	3	3	3	3
"219"	"BTCRY"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D9"	"D7"	"D9"	"ERP"	"LowVol"	"D7"	2	1	2	7
"220"	"BTCS"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D5"	"D10"	"ERP"	"HighVol"	"D6"	3	2	2	14
"221"	"BTCZ"	"Equihash"	"PoW"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D6"	"ERP"	"Indexlike"	"D9"	3	3	2	4
"222"	"BTD"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D7"	"D8"	"ERP"	"LowVol"	"D6"	2	3	3	1
"223"	"BTDX"	"Quark"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"LowVol"	"D7"	3	3	2	4
"224"	"BTE"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	NA	2	3	2	2
"225"	"BTG"	"Equihash"	"PoW"	"P99"	"BC"	"P99"	"BC"	"Average"	"Average"	"Low"	"D8"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	2	4
"226"	"BTH"	"Equihash"	"PoW"	"P70"	"BC"	"P99"	"BC"	"Low"	"Average"	"Average"	"D4"	"D7"	"D8"	"ERP"	"LowVol"	"D6"	2	1	2	7
"227"	"BTLC"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"High"	"D4"	"D10"	"D10"	"ERP"	"HighVol"	"D4"	2	2	3	9
"228"	"BTM"	"N/A"	"N/A"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D8"	"ERP"	"LowVol"	"D10"	3	1	3	5
"229"	"BTM*"	NA	NA	"P100"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D4"	"ERP"	"HighVol"	"D9"	2	3	2	2
"230"	"BTMI"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D5"	2	3	2	2
"231"	"BTPL"	"Skein"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D5"	2	3	2	2
"232"	"BTQ"	"Multiple"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D6"	"D9"	"SRF"	"LowVol"	"D10"	3	3	2	4
"233"	"BTSE"	"N/A"	"N/A"	"P70"	"BC"	"P80"	"BC"	"Low"	"Low"	"Average"	"D4"	"D4"	"D8"	"SRF"	"HighVol"	"D4"	3	1	3	5
"234"	"BTTF"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"235"	"BTU"	"N/A"	"N/A"	"P70"	"BC"	"P99"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"236"	"BTX"	"Time Travel"	"PoW"	"P99"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D4"	"SRF"	"LowVol"	"D10"	3	3	3	3
"237"	"BTXC"	"XEVAN"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D9"	"SRF"	"LowVol"	"D7"	3	1	3	5
"238"	"BTZ"	"X11"	"PoW/PoS"	"P70"	"BC"	"P80"	"BC"	"Average"	"Average"	"Average"	"D7"	"D8"	"D7"	"ERP"	"LowVol"	"D8"	2	3	2	2
"239"	"BUCKS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"High"	"D4"	"D7"	"D10"	"ERP"	"NegBeta"	"D4"	3	1	2	6
"240"	"BUK"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D5"	2	3	2	2
"241"	"BUN"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Low"	"D10"	"D8"	"D4"	"SRF"	"LowVol"	"D5"	2	3	2	2
"242"	"BURST"	"Shabal256"	"PoC"	"P99"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D4"	"SRF"	"HighVol"	"D10"	3	3	3	3
"243"	"BUZZ"	"SHA256D"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D8"	"SRF"	"LowVol"	"D8"	3	3	2	4
"244"	"BVC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D7"	"D8"	"SRF"	"LowVol"	"D4"	2	3	3	1
"245"	"BWK"	"NIST5"	"PoS"	"P90"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D6"	"ERP"	"LowVol"	"D9"	3	3	3	3
"246"	"BXC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D8"	"D10"	"D7"	"SRF"	"LowVol"	"D9"	2	3	3	1
"247"	"BXT"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D4"	"D10"	"D10"	"SRF"	"LowVol"	"D5"	2	1	3	8
"248"	"BYC"	"N/A"	"PoW"	"P90"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D7"	"SRF"	"LowVol"	"D10"	3	1	3	5
"249"	"C2"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D7"	"D10"	"SRF"	"NegBeta"	"D4"	3	1	3	5
"250"	"CAB"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D9"	"SRF"	"LowVol"	"D6"	3	1	3	5
"251"	"CACH"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D5"	"D6"	"SRF"	"LowVol"	"D9"	3	3	3	3
"252"	"CAG"	"N/A"	"N/A"	"P90"	"BC"	"P90"	"BC"	"Average"	"High"	"High"	"D8"	"D10"	"D10"	"SRF"	"HighVol"	"D10"	2	1	2	7
"253"	"CAID"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D5"	"D8"	"SRF"	"NegBeta"	"D4"	3	1	3	5
"254"	"CAIX"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"255"	"CALC"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"LowVol"	"D4"	3	1	3	5
"256"	"CAM"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"Average"	"D9"	"D10"	"D9"	"ERP"	"NegBeta"	"D6"	2	1	2	7
"257"	"CAN"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"High"	"D10"	"D4"	"D10"	"ERP"	"LowVol"	"D9"	3	1	2	6
"258"	"CANN"	"X11"	"PoW"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D5"	"ERP"	"HighVol"	"D10"	3	3	2	4
"259"	"CAP"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D10"	"D5"	"D10"	"SRF"	"NegBeta"	"D9"	3	4	2	12
"260"	"CAPP"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D5"	"SRF"	"LowVol"	"D9"	3	3	2	4
"261"	"CARBON"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D8"	"SRF"	"LowVol"	"D8"	2	3	3	1
"262"	"CASH"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	NA	2	3	3	1
"263"	"CAT*"	NA	NA	"P70"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D8"	"SRF"	"LowVol"	"D8"	3	3	3	3
"264"	"CBC"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"High"	"High"	"D9"	"D10"	"D10"	"SRF"	"NegBeta"	"D7"	2	4	3	16
"265"	"CBD"	"PoS"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"266"	"CBX"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P90"	"BC"	"Low"	"High"	"High"	"D4"	"D10"	"D10"	"ERP"	"HighVol"	"D4"	2	2	2	10
"267"	"CC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D7"	"D9"	"ERP"	"LowVol"	"D5"	2	1	2	7
"268"	"CCC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"High"	"High"	"D9"	"D9"	"D10"	"ERP"	"LowVol"	"D7"	2	1	3	8
"269"	"CCN"	"Scrypt"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D5"	"ERP"	"LowVol"	"D10"	3	3	2	4
"270"	"CCO"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D6"	"D5"	"D10"	"ERP"	"Indexlike"	"D6"	3	1	2	6
"271"	"CCRB"	"N/A"	"N/A"	"P70"	"BC"	"P99"	"BC"	"Average"	"High"	"High"	"D7"	"D9"	"D10"	"ERP"	"LowVol"	"D8"	2	1	2	7
